name,skin_type,date,date_original,comment
mentaritiara,"Combination, Medium Light, Warm",2024-12-12,12 Dec 2024,"suka banget sama tekstur moisturizer skintific ini, buat kulit aku yang cenderung berminyak dia cukup melembabkan, gak berat juga walaupun pake nya dilayer sama serum dan ampoule sebelumnya. setelah aku pake rutin sebulan kemerahan di sekitar hidung aku juga berkurang banget. kulit rasanya jadi lebih plump dan sehat. gak ada efek negatif di kulit aku yang sensitive. jadi my best purchase dan bakal terus repurchase sih karena udah se cocok itu"
herlinayunita,"Normal, Light, Cool",2024-12-12,12 Dec 2024,"I use this moisturizer and it really works on my skin. The most moist gel I ever used. And if you wanna use makeup, it sets your makeup well and glow effect for your skintone. I really like the bigger volume than this, pumped one, because it more hyginene than touch this cream every use. Amazing gel for my healthy skin."
chacaatmika,"Dry, Medium Dark, Warm",2024-12-12,12 Dec 2024,Udah 2 kali re-purchased karena sesuka itu sama efeknya di wajah. Bener-bener bikin skin barrier jadi lebih bagus dan kelihatan sehat. Jadi nempelin make up juga lebih bagus. Re-purchased kedua sengaja beli yang 80 ml biar nggak cepet habis.
septiko,"Normal, Medium Light, Neutral",2024-12-12,12 Dec 2024,"Moisturizer yang permanen masuk ke dalam rutinitas perawatan kulit wajah harianku. Sebelumnya, kulit wajahku terlihat normal to oily, tapi sebenarnya aku merasa kulit wajahku kurang terhidrasi. Setelah rutin pakai Skintific Moisturizer ini, kulit wajahku jika diperhatikan dari dekat, terlihat perbedaannya. Tekstur kulit wajahku lebih halus, dan terasa terhidrasi."
jeanettewidjaja,"Combination, Medium Light, Neutral",2024-12-12,12 Dec 2024,"Teksturnya gel ringan, cepet meresap ke kulit jadi ga risih untuk apply sunscreen setelahnya. Tapi sayang di aku produk ini kurang lama nahan kelembaban kulit aku. Sekitar 2 jam kemudian kulit udah berasa kering lagi. Aku jadi hrs reapply & produknya ga sampe sebulan udah habis untuk ukuran jar standarnya"
sasseumi,"Dry, Medium, Neutral",2024-12-12,12 Dec 2024,"Suka banget sama moisturizer skintific ini karena cocok dikulit aku, bener-bener menghidrasi kulit, teksturnya juga watery jadi mudah meresap dan tidak lengket. Pake ini dan repurchase terus karena bikin lembab dan wajah lebih sehat."
rhegitaindah,"Normal, Medium Light, Neutral",2024-12-12,12 Dec 2024,"Gak perlu diraguin lagi moisturizer skintific yang satu ini, aku yakin semua orang rata-rata pake. Beneran works dikulit wajah aku sampe repurchase berkali-kali. Buat kulit normal to dry, ini bener-bener ngelembab-in dan bikin kulit auto glowing. Teksturnya ringan, cepet meresap, dan gak lengket sama sekali. Apalagi kalau dipake dan dijadiin buat base atau skinprep sebelum makeup. Hasil makeup jadi cakep karena nempel banget dikulit gak buat creaking sama sekali."
mdidims,"Normal, Dark, Warm",2024-12-10,10 Dec 2024,"5X Ceramide Barrier Repair Moisture Gel adalah pelembap ringan dengan 5 jenis ceramide yang memperbaiki skin barrier dan menjaga hidrasi. Tekstur gel cepat meresap, cocok untuk semua jenis kulit, termasuk sensitif. Bebas pewangi dan iritan, ideal untuk kulit kering atau iritasi."
asalylaa,"Dry, Medium Light, Neutral",2024-12-10,10 Dec 2024,"i really love this product! my skin barrier has improved after using this product, and my skin has become more moisturized and glowing. I highly recommend this product for those of you who have skin problems such as dry skin, dull, textured skin and large pores."
muthiadesti,"Dry, Medium Light, Neutral",2024-12-10,10 Dec 2024,"Lebih suka packanging yang pump biar lebih sat-set, cream lembut yang cepat menyerap dan sangat melembabkan, pakenya sepaket sama cleansernya biar lemban maksimal, dilanjut pake makeup bikin makeup jadi gak crack, dipake malem juga agak banyakan biar pas bangun kulit super lembab🤏🏻"
megazullfiana,"Dry, Medium Light, Warm",2024-12-09,09 Dec 2024,"Si viral yang menurutku beneran sesuai fungsi. Di aku ngelembapinnya dapet, udah gitu ada sensasi ademnya dikulit. Bisa ngeredain redness. Pokonya kalo butuh yg calming aku pakai dia aja. Ceramidenya udah 5kali jadi mantep banget buat perbaikin skinbarrier. Balik lagi balik lagi ke dia"
jhnsaff,"Normal, Medium Light, Neutral",2024-12-09,09 Dec 2024,"waktu cobain pas awal productnya lagi hitz banget tapi sayangnya di kulit gak cocok bikin jerawatan, sepertinya untuk kulit acne prone kayak aku gak cocok dengan kandungan ceramide, aku cobain brand lain yang ada kandungan ceramide juga gak cocok. mungkin di product ini memang kandungan utamanya ceramide, padahal aku suka nanget dengan teksturnya gel ringan, namun entah kenapa agak susah meresap di kulit jadi agak lembab gitu hasilnya di kulit."
ajengaaa,"Combination, Medium Dark, Warm",2024-12-09,09 Dec 2024,"Produk hype yang worth to buy! Kalau kalian cari moisturizer yang nyaman (banget) baik dari saat pengaplikasian produk, setelah produk digunakan dan efek produk yang sesuai harapan. Produk ini ga neko-neko, cari yang lembab tapi ringan? bisa meredakan kulit yang iritasi dan breakout? jaga skin barrier? ya ini jawabannya. kalau kalian cari yang anti aging, nanganin jerawat tinggal di combine dengan produk lain berbahan aktif karena moisturizer ini aman banget buat dipakai bersamaan dengan produk lain."
kaisma08,"Oily, Medium Light, Neutral",2024-12-09,09 Dec 2024,Beli ini yg ukuran besar kirain bakal awet ternyata cepet juga habisny. Entah waktu itu kulitku lg kering banget atau emang pelembab ini kurang nendang. Di aku sih biasa aja lembab nya cukup aja dan ga over sampe yg bikin sumuk juga enak dipake sebelum makeup an
alineho,"Combination, Medium Light, Warm",2024-12-09,09 Dec 2024,"Dari awal kenal Skintific, paling penasaran sama moisturizer dan toner cerramide barriernya dan sesuai prediksi, aku suka sama moisturizernya. Teksturnya gel tapi bukan tipe yang cepat hilang kelembapannya. Ada sensasi “dingin” tiap pakai moist ini tapi bukan minty ya. Cepat menyerap, tidak greasy. Cocok dipakai pagi maupun malam"
cocolida,"Combination, Medium Dark, Neutral",2024-12-08,08 Dec 2024,"Kulit yg tadinya kusam dan kering bisa langsung tershooting alias lembab pwoll pake moist skintific ini cintaaaaa banget sama produk ini Defisinisi murah, meriah mantapp, pokoknya kalian harus coba bagus banget banget produknyaaa ini"
Yumna31,"Dry, Medium Light, Neutral",2024-12-08,08 Dec 2024,moisturizer yang bagus banget bener-bener cocok di kulit aku jadi sangat lembab. bakal di repurchase lagi aku udah pakai lama dan sejauh inikulitkuamansenang banget bisa cocok sama moisturizer ini pokoknya recommended. semogajuga cocok dikalian
stellathalia,"Oily, Light, Cool",2024-12-08,08 Dec 2024,"Moist yang bikin kulit aku kalem saat lagi bruntusan, suka banget sama moist ini, berkali kali bruntusan tapi di bantu balik lagi sama moist ini. Udah banyak banget aku repruche, sangat rekomen walau kulitnya oily acne prone. Its so good gais"
Tika0511,"Combination, Medium Light, Neutral",2024-12-08,08 Dec 2024,"Sangat melembabkan, saya pakai juga maskernya, dan benar² mencerahkan untuk masker pink.. untuk moisturizer yang benar² melembabkan ini, bikin kulit saya tidak kering lagi.. sukses untuk skintific, nanti saya akan coba produk lainnya 🤗"
karinayuniarti_,"Combination, Medium Light, Neutral",2024-12-08,08 Dec 2024,Skintific Baguss bgt untuk calming yang lagi rusak skin barrier nya. Untk kemerahan bisa mereda ada spatulanya. Mempermudah traveling dan sangat higienis. Cepat meresap kekulit dan bisa sebagai primer sebelum makeup. Hanya saja harus menyerap dahulu
adelisajp,"Combination, Medium Light, Cool",2024-12-08,08 Dec 2024,"produk ini buat kulit jadi terhidrasi banget, si aku yang kulit kombinasi (bagian cheeks tergolong dryskin) jadi ga gampang kering dan malah terlihat plumpy. dipake daily (day and night) cucok banget. aman sentosa ini kulit kalo udah pake sebelum makeup"
cila14,"Combination, Light, Cool",2024-12-08,08 Dec 2024,Baguss bgt untuk calming yang lagi rusak skin barrier nya. Untk kemerahan bisa mereda ada spatulanya. Mempermudah traveling dan sangat higienis. Cepat meresap kekulit dan bisa sebagai primer sebelum makeup. Hanya saja harus menyerap dahulu
ii_conie,"Normal, Medium, Neutral",2024-12-08,08 Dec 2024,"Pelembab terampuh untuk kulit geradakan, aku sering pakai ini kalau habis eksfoliasi, buat kulit aku jadi lembut dan gak iritasi setelah eksfoliasi, kulit jadi lembab dan kenyal, dipakai sebelum makeup juga bagus, hasil makeup jadi flawless"
enggolit,"Combination, Medium Dark, Neutral",2024-12-08,08 Dec 2024,"Suka produknya, buat muka glowing dan cerah. Menyamarkan nota hitam. Buat kulit makin sehat, semoga cocok selalu pakai produk ini. Memang skintific ngak diragukan lagi produknya. Kehinaan sejuta umat. Semoga skintific selalu makin sukses"
diahayuoktavianti,"Dry, Medium Dark, Neutral",2024-12-08,08 Dec 2024,moisturizer kecintaan. kulit jadi moist kenyal dan plumpy kaya squishy pakai dimalam hari bangun bangun mood karna kulit nya lembut tidak gradakan. sangat senang rasanya. sukses terus skintific semoga bisa terus terjaga kualitas produknya
fitrafiands,"Combination, Light, Neutral",2024-12-08,08 Dec 2024,"Kualitas produk sangat bagus, cocok di kulit aku yang sangat sensitif. Selain itu dapat memperbaiki skin barier dan menghidrasi kulit. Kulit menjadi lembut dan kenyal. Tidak lengket dan mudah menyerap kulit karena teksturnya yang watery."
Lisast30,"Oily, Medium Light, Neutral",2024-12-08,08 Dec 2024,Sumpaaaahhhhh ini mooooiiisssttttt terdebesssss guaaa sepanjang masaaaaaaa bner” ngelembapin dan bner” bisa bikkn skin pflumpyyyyyyyy sumpaaahhh dan ini bner” teracuni dari temen awalnyaaa dan jadi repuches berkali” luvvv bgtttttt
indah30007,"Normal, Medium Dark, Neutral",2024-12-08,08 Dec 2024,Produk ini bagus banget xocok di kulit saya..kerenn bagus..besok saya order lagi. Produk ini bagus banget xocok di kulit saya..kerenn bagus..besok saya order lagi Produk ini bagus banget xocok di kulit saya..kerenn bagus..besok saya order lagi
Febriyanti_sh,"Dry, Medium Light, Cool",2024-12-08,08 Dec 2024,"Aku suka banget produk ini sangat bagus, dan testurnya lembut bangetttt pokoknya kalian harus coba deh soalnya sebagus itu, kan gak ketergantungan lah pokoknya kalian harus coba bagus gak bosan bosan pakek ini harus coba ya gaes harus coba ya"
incerahmayantii,"Dry, Medium Light, Neutral",2024-12-08,08 Dec 2024,"Moisturizer yang sangat cocok untuk semua jenis dan manfaat sangat banyak, buat kulit normal, kombinasi, jerawat,, bisa juga buat kulit yang kemerahan, dan meredam kemerahan, bagus banget dan sangat cocok dan pastinya bagus buat semua jenis kulit"
Ptrsmilea,"Oily, Medium Light, Neutral",2024-12-08,08 Dec 2024,"Beli ini karena iseng dan penasaran sama sama review review di platform media sosial dan claimnya sesuai sama yang seliweran di media sosial, make ini 2 minggu kulit beneran plumpy, glowing, sehat, lembuttt, bagus banget! minus nya mahal banget dengan isi yang sesedikit itu. Untuk beli lagi aku rasa no karena overprice :')"
LusianaKusuma,"Normal, Medium Light, Neutral",2024-12-08,08 Dec 2024,"kulit saya sensitif,tp semenjak pakai skintific bagus dan lama kelamaan tidak sensitif lg memudar bekas jerawat,recommed bgt sih apalagi skintif untuk kalangan remajapun masuk unisex,dia juga ringan dimuka jd gampang ngeblannya baguss bgt aslii"
fadillaptri_,"Dry, Medium Dark, Neutral",2024-12-08,08 Dec 2024,"Penyelamat kulit kering tiada duaaa! Pake ini udah berkali-kali bener bener hempas semua serum & beralih ke moisturizer ini aja udah cukup banget buat kulit makin sehat, worth the price! Ga pernah absen buat repurchase luv ittt skintific"
Aprilliasty,"Normal, Medium, Neutral",2024-12-08,08 Dec 2024,Local brand moisturizer yang bagus banget buat memperbaiki skin barrier yg rusak ataupun ngejaga skin barrier kulit wajah. Moisturizer ini bagus bgt buat ngelembapin kulit wajah dan bikin kulit wajah berasa lebih sehat. Bonus klo rutin pakai ini bikin muka jadi glowing
syania_marlinda,"Oily, Medium Light, Neutral",2024-12-08,08 Dec 2024,"Bagus banget, bikin tampak kulit lebih cerah kenyal dan cocok banget, aku udh pake ini dan ga berpaling ke yang lain ini paling bagus bgt buat kulit, ga bikin kulit kering, bikin kulit tampak lebih cerah dan natural, pokonya yg belom cobain harus cobain sih good banget👍👍"
_Romasly_,"Normal, Medium Dark, Cool",2024-12-08,08 Dec 2024,Moisturizer ini cocok untuk semua jenis kulit dan finishnnga itu bikin kulit lebih lembab dan sehat. Pas lagi breakout juga bagus banget ngecalming kulitku banget. wajib Repurchase sih!! bikin glowing bgt buat melembabkan ok bgt buat kulit kering dan sensitif highly reccomend this one si worth it bgt apalagi yg skin barrier nya bermasalah bs coba ini
Bellanitaps,"Oily, Medium, Warm",2024-12-08,08 Dec 2024,"Pertama beli karna viral banget waktu itu, buat jenis wajah yg oily/berminyak masih aman sih pake skintific karna ngga bikin tambah minyakan dimuka hehehe bener-bener bagus banget sih skintific ini ngga perlu diraguin lagi. Makeup juga jadi nempel banget."
diniistikomah,"Combination, Medium, Neutral",2024-12-08,08 Dec 2024,"bagus banget buat kulit aku yang tipenya kering dan sensitif, so loff produk skintific yang satu ini 💓 sejauh ini cocok banget pake produk ini, belum ada yang bisa ngalahin, walopun harganya lumayan tapi ini worth to buy karna produknya juga sebagus itu"
Nilamsakiyahdewi,"Combination, Medium Light, Neutral",2024-12-08,08 Dec 2024,Suka banget kulit wajah aku super duper lembab poll udah gitu memperbaikin skin barrier aku banget bahkan untuk skin prape aja gabikin makeupngekrek atau crecy tetep flawlesh poll secinta itu aku sama moisturizer Skintific luve so much muach
Imanuel_,"Oily, Medium, Neutral",2024-12-08,08 Dec 2024,"Moisturizer Skintific menawarkan dua varian unggulan: Skintific 3x Acid dan Skintific 5x Ceramide. Keduanya memiliki tekstur gel yang ringan, mudah meresap, dan tidak lengket di kulit. Skintific 3x Acid dikenal efektif untuk mengatasi jerawat dan kemerahan, sedangkan Skintific 5x Ceramide fokus pada perbaikan skin barrier dengan kandungan ceramide yang kuat. Banyak pengguna melaporkan kulit terasa lebih lembap dan sehat setelah penggunaan rutin. Formulasi bebas paraben dan sulfat membuatnya aman untuk kulit sensitif, menjadikannya pilihan menarik bagi pencinta skincare"
sriyatun01,"Combination, Light, Cool",2024-12-08,08 Dec 2024,"membantu mengatasi kekeringan dan kulit mengelupas, sementara bagi kulit berminyak, ada varian ringan yang tidak menyebabkan penyumbatan pori. Banyak moisturizer yang juga mengandung bahan tambahan seperti SPF untuk perlindungan dari sinar matahari, atau anti-aging seperti retinol dan vitamin C yang bermanfaat untuk meremajakan kulit."
rachmamutiara,"Combination, Medium Light, Neutral",2024-12-08,08 Dec 2024,"bangus bgt untuk memperbaiki dan melindungi skin barrier dengan menjaga kelembaban dan melindungi kulit dari faktor eksternal. produk ini paling recommended sih buat aku dari varian skincare nya yah. dia melembabkan, gak bikin breakout, nenangin kulit aku juga dan ringan."
Amayyyy,"Combination, Medium, Neutral",2024-12-08,08 Dec 2024,"Kereennnn banget bener-bener moisturaizer yang bener-bener bisa ngebantu kulit kering aku bisa jadi Semois sekarang, harga dan kualitas bener-bener sefrekuensi alias bener-bener worthit buat kalian beli, dan packagingnya juga aman banget untuk dibawa traveling."
ayeena_syifa,"Oily, Medium, Neutral",2024-12-08,08 Dec 2024,"Saya memiliki skin barrier yang rusak, kemudian saya melihat berbagai riview dari tiktok dan saya mencoba produk ini, ternyata emang benar produk ini sangat memperbaiki skin barrier dan mengurangi beruntusan. Produk sangat recommended"
Indah_Firza,",25 - 29",2024-12-08,08 Dec 2024,The best bgt ini moisturizer ter debest parah sihhh ini rekomen bgt pokoknya secinta itu sama produk ini tipek kulit normal to dry wajib sih yg varian ceramic ini cocok dan bagus bgt so kalian wajib coba dan beli karena ini aman pasti cocok di jenis kulit apapun
liandi_weng,",25 - 29",2024-12-08,08 Dec 2024,"Aku udah pakai varian skintific dari lama banget mulai dari face wash sampaivarian moisturizer ini...ini beneran moisturizer yang sangat adem, tidak keset no sticki..dan inisangat bagus buat sekalian tambahan sinar UV biar gak kena kanker kulit hewe"
ramadani17,",19 - 24",2024-12-08,08 Dec 2024,"pengalaman saya pake produk skintific sangat bagus hasilnya ,tekstur nya ringan dan sangat gampang di blend nya ,cocok buat skinbarier yang ruksak dan sangat bagus hasilnya memuaskan ,harga sesuai dengan kualitas sangat bagus dan baik"
yuelathira,"Normal, Medium, Neutral",2024-12-08,08 Dec 2024,"Moisturizer Skintific efektif melembapkan kulit tanpa terasa lengket. Mengandung ceramide dan bahan alami, cocok untuk kulit sensitif. Hasilnya kulit terasa lembut, sehat, dan terhidrasi maksimal. Aku udh repurchase berkali kali!"
lae24,"Combination, Medium, Neutral",2024-12-08,08 Dec 2024,"Siapa si yang ga tau moizturizer yang satu ini udah viral dimana mana sosmed, ecommers karena ga cuman viral guys produknya juga bagus untuk mengobati skinbarier kulit, melembabkan, memperbaiki tekstur muka. Ga perlu diraguin lagi deh skintific moizturizer biru nya kecintaan masyarakat indonesia"
